"sepa_soc_1";"sepa_soc_2";"sepa_soc_3";"sepa_soc_4";"sepa_soc_5";"sepa_eco_1";"sepa_eco_2";"sepa_eco_3";"sepa_eco_4";"sepa_eco_5";"fam_1";"fam_2";"fam_3";"grp_1";"grp_2";"grp_3";"rec_1";"rec_2";"rec_3";"her_1";"her_2";"her_3";"def_1";"def_2";"def_3";"fai_1";"fai_2";"fai_3";"pro_1";"pro_2";"pro_3"
3.77557046414877;1.168909300599;3.985698204639;2.57930646609987;2.86470892041428;4.17206482692445;3.73087149791264;1.80161594987924;2.56037632133479;2.32755458758345;2.34861067950018;2.539196421502;3.68649951813637;4.74792094317975;2.96316086846388;5.20974464488119;4.05067421057805;4.35184799467649;3.54864185554611;4.78797844142062;4.93261093229715;5.60725963430909;3.1694308563022;4.38151230797371;2.98346370938355;3.65227891268053;4.47064945660157;4.78813136079235;3.06046594957895;8.36474111318936;5.96989147837089
5.24230866844965;4.69140990684862;6.98166341243413;4.66223474296717;5.29931661082115;4.18216924312089;4.33129800863716;3.95102504515467;4.27835687902971;3.84154571995566;7.49281177601187;6.6182683250851;5.46640278642948;3.23672975452585;3.85202335455597;5.27573056266647;3.64043445027993;6.25147873682052;5.1809767962903;5.73199979768176;5.5609870568495;5.07952001292774;6.28934956924344;4.16638915270123;5.26237711074596;3.67785374712385;5.33312757852888;6.42448814144482;6.40911462002839;5.90955872378535;5.13079352756294
3.41668563657005;3.25754121791147;2.56058222132596;3.33401707128373;1.75570368193026;4.58965406571701;5.81336120506849;2.96744481252507;4.58518506753046;3.57525024478565;5.09807151285503;5.65021260060999;5.17153737621859;4.0766253933428;3.41541001756912;5.94813644298012;5.83533364507587;6.33038806269778;4.77796270942375;3.41979394821396;4.02673111734204;3.0655530346437;2.39269428361849;4.36468523246878;4.75699908821116;6.01442465605026;7.38934380547944;5.53771960187034;3.61519780913294;5.36657907737108;6.25083505576277
3.25601872583948;0.979690075251761;3.40342834284616;2.96957085162624;0.517348183719972;1.57767365825572;3.92661255321777;4.46689851342958;3.63236042594308;4.19816412236546;5.48985716845886;5.3356571614076;6.01006894457058;4.6826588043879;4.28085578937187;5.82061566933544;3.43378447483987;5.77573224609065;5.13411666558934;4.23753851842102;3.57743318999026;1.55859213207666;2.12223728403141;4.89633587845061;2.0222450599087;7.6708816681952;6.20649436961551;7.48651909712174;5.70841614269373;5.9880395069293;5.82526656357333
4.57783110354591;2.54746743515624;4.39702542526725;1.05210805823936;1.97015632825293;3.53717160657116;4.25213474057797;2.15535657233296;2.75553552257461;4.08868740130941;4.95071109671053;5.0462449735822;5.2419655828483;2.6925959621051;4.20677311598166;5.46227415803627;7.99554725250498;6.62773329047985;5.21422041751444;4.69047284575199;3.86868240188341;-0.698255555745275;4.02385984652077;4.90857459401866;3.13065890797425;5.69011594794884;6.1728913867336;2.53760750900396;5.00492292539303;6.85649684188382;4.06216255376545
5.02361134985681;2.27653641351738;6.56469938468158;5.75574852828358;4.45652259008033;6.38013217701027;5.57668599684416;6.11057306516139;6.3238310337613;5.52712687357882;5.04461101427546;4.00667836942184;6.24893053134895;3.40510675089928;2.01007640154379;3.53606891759664;3.79794998798041;4.38629389594114;4.59382619067981;3.69362731469803;4.85811981170852;2.35802931135701;5.69314036718496;5.63823910471927;5.15275412695692;4.52589572939408;7.65580417614458;4.55988315357795;3.43535242945627;5.6654346969849;5.52043547446156
3.96527016636224;3.6734893795666;3.32854694227791;2.26276853514765;2.35922790687591;5.07240927543945;6.81528239844625;3.36465028776283;5.06261902943655;4.96603837347361;2.66196125908347;5.98653583017757;2.8831112237261;3.09390637063076;3.50030250295538;5.2768968055171;4.47009006346452;5.33815957954653;5.82231824549304;4.93739799796014;2.24751778649745;0.77973451136522;3.78133870600478;2.4026031452743;3.29772605983949;3.06633361702573;6.27508581462734;2.06548487089364;6.16230428634416;6.7373017353331;3.97266061456139
2.85367309563659;0.505506341940664;3.28623670540602;1.4954073091921;1.90003318011263;5.24364415675048;4.83606684584039;5.21292890225103;4.148348053601;3.3621302463679;5.4171107774109;3.32936001477753;4.25747657164198;4.22000147601908;3.46634439436197;5.46152569030948;3.6579559242153;4.81373990732549;5.6600067369768;6.89603486459721;4.75308514835362;5.37582475332509;3.31575907310384;3.03948995627228;3.2151487620679;6.03128133414477;2.73700888843056;3.99142723783654;2.39677488923537;2.20780334650651;5.32918604501728
3.61819534852511;5.38806807792394;4.68746614638146;4.52002507914415;4.60878652929957;1.33966353043124;2.44179467902993;3.42845099737622;2.99589496321758;2.64414839431811;5.7491320868458;8.67533660058204;7.67662885057669;7.53605225664948;7.09677509308637;7.93696914138957;8.68421703120536;7.88051622616363;6.8887217856624;7.26359929002697;8.24039968084087;6.77793399030845;8.89844719402672;7.17491182791955;3.73601057062993;4.63025856017686;8.02170397344737;8.30147479771171;5.23317294424026;6.08847515712803;6.44993752192623
3.66439113144083;2.49062250105117;3.7981671884379;1.28396909337316;3.86826073349897;4.59066137737244;4.35259699727459;4.5181729307522;3.01511671966794;3.99287691200928;2.95949117707489;3.12203240911627;1.75676498255763;4.68958528360316;4.60391594333344;5.58602353850926;3.88436115988593;6.16870961650079;4.92463216490771;4.19478391865226;2.51295132836835;1.48640830987854;1.63045169677669;0.669310230827554;4.06756008512903;4.31474290029393;4.62225313008577;0.93395087349629;4.43754558745628;6.15903441446611;5.49015930847738
3.18736109256452;0.948595148528062;1.80244458407263;2.47625545975053;0.249025291802799;3.63312604682332;2.43504462186357;3.47603306196258;0.235641326831492;1.70835393299666;2.93429022615711;4.89190545999339;4.73493437755018;6.83084455650249;5.21971246215985;5.34195090386092;4.61830543288606;4.59906568845527;4.61446982336884;6.11714927574459;6.77250591747886;6.8098057625749;1.40904270290717;4.84112205825446;3.42110038745383;2.81774593235156;6.85073009011123;6.37699340516559;3.71975626161655;3.43338035790582;7.05889147769794
4.1073847477137;4.42492461720811;5.77217532698437;4.82758351843305;4.6189029680765;3.48280752754571;6.87581832394853;4.71346601852802;5.20441274695441;2.19309755317128;7.29850575533032;5.63281284471537;3.3745957195279;4.00686744607076;3.86159706173348;5.77776944416309;4.90946811767713;4.89421683909019;5.4696348990112;3.30681250203104;5.96793412914297;4.56902431530211;4.67343480427576;7.30309526684475;5.73480478570125;5.66170969085854;4.75937310934552;6.36015786710558;3.38825869857437;5.26171553594958;4.39720046376131
4.24658308530629;2.02346043777591;3.78693705354714;3.1878433296925;2.59153320076516;3.52388813158123;2.03348895345745;1.82721394258985;4.06025003220901;4.22160947036649;8.75984894819031;6.56523390346568;7.84119535098677;5.06080402298384;5.0579527715505;6.50894851634105;5.28736384743806;5.82268134746947;5.15149748435278;5.92016903715541;3.92824809422105;5.27879979206354;3.43937645263469;3.98009741700947;6.91506874471176;7.49354432746169;8.62087535590029;7.48501676756391;3.94584269014969;2.27450462968875;4.54911848967221
4.56023013171534;5.46905551880255;4.43581790306534;2.27206158864169;3.78680351284465;3.76124843677073;2.98069828336678;4.40748869513374;5.58709842954127;5.10966057201531;4.35536472125733;4.52881845514621;5.6677900009741;1.26589546491068;3.8606547511481;5.4304043703713;4.29343223979627;5.52471376793811;4.13335347218352;3.38923093849748;2.39359531041093;2.05124937271027;1.97278826355836;4.59680941045365;4.18186069658773;5.10425908757728;3.53374991958263;2.73500900746588;5.54415446463745;9.00530597209197;4.93749112804784
4.29358295791773;3.94516432662468;5.63184534363822;3.17905368357074;5.14905421520863;4.83256921373319;6.42811731444542;6.80768275323816;4.81681495908252;3.88475530780724;4.54838347654865;3.84130940125111;2.93419688146024;3.46223637162087;3.12197910082874;5.92833880962657;4.3778072918462;3.41987002425644;5.33834851922942;4.8797897995192;4.32846586606723;4.62703094507595;5.95739532849474;3.23754231675575;7.56770971389962;3.90896868435437;1.98847209334268;2.95565410166558;5.42664088030084;3.08529104436386;4.769518070432
5.89265011321688;1.96676137343441;5.76052570853538;3.97449975501489;3.79150509739998;3.98659804582369;3.8621753606539;3.84638803165468;3.71902969743123;5.24045538380231;7.16148160501646;7.03441177625503;7.01912957321923;5.13897523815108;7.25967181530687;6.03623610533382;6.8419783669366;7.03087566543063;6.04629774006633;4.64394576004991;6.12661107738804;3.95867967637293;6.79251874545143;6.11070584672309;3.68796856723641;4.98538448070385;5.53370616279123;3.65183015294647;4.58070385379612;3.85207704756204;3.31617715826801
4.52510041860766;3.42611313981974;5.00388417061912;4.52308741246872;2.16775618830355;3.8443643143652;4.38065821981401;4.35419540545679;4.58696599895889;4.00498087645955;4.20199762287726;5.71855327654908;4.93893362152737;3.45359475324938;3.90972601470876;4.77888044406394;3.37922408835489;4.20975039130463;6.072556795816;6.05189064654045;5.26538728226333;6.59823484549053;3.68736484005322;6.75357291690451;4.36827632891723;7.81921259250806;8.05868296205547;6.91645934666789;3.20962445800961;8.01638110103543;7.52393967062509
5.26901128642734;1.72908416486217;5.85717363070257;7.59420969681196;5.72336946983677;3.489896390831;3.85870525403276;4.4837413892168;4.36760466414944;2.76846005012109;6.38050446040343;5.62571282512956;4.17428656167251;3.63653700654492;4.35840113012432;5.31187160013716;6.26986020651731;6.99059332825321;6.68215950114329;6.20578914298773;5.39313222049244;8.0209314070082;4.30280862526079;7.58936741488656;6.70089792343148;5.18784259103179;5.03482841399007;4.30442273859723;4.75464990523524;6.49833840168027;7.2302245717301
2.79132074213825;3.34232019267421;2.50915252579517;2.8638366115962;1.15872680146642;2.75093179317996;4.53545117015488;4.44068604007296;2.71071362053016;4.88792122111531;3.22316926947692;3.40904671969816;4.83244777587147;3.06632861107051;5.60053650966133;5.73213791735729;6.38683913371205;6.55753578411343;6.06317388622794;3.06249556733369;4.50813327938525;1.25228178965661;3.28069012324069;3.67328713575445;3.38738218107644;5.12915867927186;4.9115975729665;5.17839355615928;7.82184274458373;6.30074954340719;6.2803126101675
3.73345922535691;3.46314389231998;2.97508360434399;1.54073880168938;3.8826875556684;4.15263462184791;1.94427169453377;3.80976256091935;3.65582858219613;4.83620578822939;4.35677950509423;5.53779953897525;4.41223060687121;5.92490053570311;4.67178202807956;5.39741801742394;5.09571999499414;5.86413753176063;4.59235482634597;6.9449531753117;5.22987175233158;4.05491788278231;3.96871022550564;5.12344232416213;3.72557548411543;7.12760581161535;6.44283563493936;5.94900945716611;7.08270928301016;7.16948717071786;6.46408672037282
3.57451465446975;1.27074279054772;3.28353825337984;2.96165231223492;2.42306806771499;4.35692573797427;3.30515891399209;2.9898594659294;2.62233376065077;3.51736999282493;2.5439175382435;3.58034555783588;3.38136342519169;3.21018868978656;4.29481972831244;3.2306576928186;3.4527256754349;5.33609539946962;4.6363361589798;4.09273518539355;2.36305784165327;2.74661200286875;2.58930434661318;3.15688619113143;3.0327350811182;3.54512770699329;5.64935489817432;4.3616596289699;2.86506364890121;3.284688939358;3.7846941282605
3.5727002432122;1.75883741423297;3.86063339051757;3.90896929161478;3.17103600285259;1.89409246911432;1.53430665003636;1.21809337119332;1.96589418410822;2.44739704376092;3.69679990672774;6.04875349777832;3.96140844052852;5.08359585738591;4.3461350323873;4.80134738239365;2.08468033625022;3.80587888645239;3.11614781154573;4.43181573348425;3.93439367651942;1.68967613536014;2.85854570366635;3.21931575751695;2.51183454090795;6.91447123981173;6.95223068992084;6.37442019062599;3.44048800362935;5.69186991185945;5.11130086782184
4.21547879990548;2.05847091696626;3.85273315946708;2.44412372611606;1.75454865939615;5.48578327612381;4.73561069113483;4.10463157152995;7.73358224796284;5.62055447423566;2.93102551564461;3.65689276284046;5.84898965648275;4.93360153620356;3.97812871667939;5.03293455166378;5.6644265449817;5.29952708527182;6.67340352912899;3.7537107089687;3.82446141351627;3.95199300878667;4.39806130133407;6.01169196928439;5.29626079786352;3.66603675699049;5.81633236533945;2.41352310057607;3.07329850951168;3.39195431349655;7.10081521288615
2.92528049727078;2.53143275923962;4.88189852764857;4.76510631421383;2.28167816282129;5.03511161915597;2.80513192357042;3.93169026526594;4.23448296150257;3.81586839530298;1.88874350460102;2.20798774801764;2.01966641654679;2.84423804689456;2.92425612450368;3.20261546102818;2.07746443481664;6.20443198750501;5.78270267025604;4.10047638705427;3.82721602987475;4.55073190328972;0.0268258204308993;-0.0907843437344642;3.58919881727821;6.50493570697463;5.09869527280552;4.30666388700131;7.74865203589183;3.34273002731161;6.73190475437905
3.80231301130112;3.25589115369863;2.1445833425518;4.59141694089303;2.70858338444808;2.97846646425155;1.81756470755767;2.61228277569888;3.35830091814625;4.79859442457815;5.10505990415197;5.18421333496919;4.41217997419018;5.20115004327983;7.24266573343587;5.93749656687659;6.81108087776193;7.3232825194002;7.26595707650416;4.24267092688139;4.68569872674697;6.93291868931766;3.19396344119544;4.50822888687729;4.01796008718179;7.2498318380422;6.35648858528992;7.37185171061501;1.7847585217748;6.79377184819921;3.83752739834194
4.58083589203954;0.828003154631527;2.62600281477501;4.2636951960561;1.46614003197462;3.83171105178151;2.43782100600041;2.86008957545276;2.67295654587034;2.45684009459338;2.52039409830204;3.67217450985099;2.44325357714222;4.02724425344144;4.62769893159445;6.36237862512441;4.38802623801059;5.88285851072418;5.16611537834661;4.65558810610136;4.13757934292421;2.11906040718902;1.32600211141249;1.87476968408916;4.86321402940035;4.76731235832594;5.10206772567655;5.2792754655568;7.20034197926247;7.05293570741844;8.29280877298223
4.11466057039792;3.9000526019504;4.26677183766836;2.43102379221562;3.38907132335271;3.46999214386549;5.07126893122132;5.23816504975833;3.78122771519556;4.22268795267543;3.34517612650109;4.92585418251252;3.57626831283666;5.07700371081285;4.34415975784839;5.33792518760347;6.17896008895773;6.03775752242728;4.69722104222082;5.31610658335087;2.82478223859917;1.56063092570158;5.43103864290471;3.25499100560775;3.63358326796002;4.6633029528654;7.12635964363867;4.12739729939556;3.03545420441719;5.93788677804784;6.167218887617
4.39420439816994;1.63529327268686;4.63358852327953;2.54659817866515;3.27754927350361;3.99989564798997;2.26829570849148;2.81708097663595;1.85551545908811;2.49748712834739;3.03665401075749;6.36505785291795;4.66712202490172;3.06112471472581;3.46620851037793;4.4986932295808;6.1623308365157;2.69805959889291;4.1626210010313;4.92550940583518;5.28771812302162;2.62605911199273;4.25981797725317;2.56902958186591;3.09316544713396;5.53357056455119;7.3551494262217;2.95557007710598;3.39871292472754;5.98292891048486;8.87674506506341
3.90667327168823;1.27463578015914;4.25074768554109;3.9003198361345;3.91329715504093;1.99594352037911;3.72372280205678;-0.215939877447427;1.4659481421898;1.13851514099916;7.79482858631469;7.04142340489433;4.10073753374916;5.02568511220269;5.51632197325184;4.36565361070011;4.69266386215505;5.48512970282952;4.84657475266442;5.32023167442024;5.76763460518616;4.13141191059848;4.76620340841244;2.43616779754898;3.95577793538268;7.52503693828521;4.37342844051969;5.63199661564034;4.87380635498663;7.86375546753992;5.81230240960383
4.73880891812687;3.15095602723875;4.31132744019875;3.92625066438298;3.35151251783305;2.64846404994042;4.38328661108263;5.2553074211689;3.76433761338571;4.46043722574997;3.36507844542064;6.7545947173898;4.95528088827246;7.60445262134256;6.91964434383665;6.66988589371197;6.48004971038812;6.81413992918933;6.92974563090468;6.63100797814123;5.70059158595337;5.94909498382571;2.3729464473878;3.715441462033;3.35448337386708;6.11006319336982;8.02980330500064;5.45546675601988;7.4730665680977;5.71397736176376;6.06542678826201
5.30503832159413;1.95458870896352;4.71248902893063;5.18082418975928;3.02430534018669;3.86841414465352;2.613144592785;3.66466745075079;3.52049179695148;3.44528702323087;5.28783600846848;4.78109181046941;5.45760623033779;3.13072069749079;4.71744364390999;4.96124114700256;4.86041985503267;6.97512218722648;6.20773881995401;5.77997931050735;5.91734488417332;4.87962290266035;4.2046735053827;5.40404624966935;4.02186266259865;5.03287083931075;7.71158253780122;4.75985471776243;4.04577232933986;5.93036517518832;6.92393780986225
5.12257071704088;2.17083651798794;4.07941377614161;2.95625276209135;3.2774123198382;3.67481349699602;4.35951442010975;2.106425135137;3.68896493824291;2.31460993024381;-0.0838919187778453;1.49903172869237;2.47321264939909;4.22689878948435;4.03349765111727;4.17631214947419;5.8319302008153;5.0434042598673;3.91742226400598;4.47249125460219;4.55471691634715;4.65083771091631;3.19930570458083;0.187065256303513;4.15152870857131;6.05407462704516;5.31133722844992;5.40310488523122;4.8852070117328;7.62199251910151;6.95499787118827
5.39536056163008;1.51560142008186;3.51225330235871;2.77817972077635;2.71671369158513;3.17736110269906;4.31909888560816;2.62469119159844;4.05689392801831;5.77855249488953;5.65178123616097;4.15334082551723;4.36327627937598;4.11056032726924;2.90776103933633;5.3736605955352;7.3158007264219;5.39825966976236;5.89033251156847;3.80909256591853;3.06084126211296;5.49321888604173;5.98005037030552;4.10186529554979;2.68340015174238;3.24330367193864;8.0293944618579;5.38177683882567;4.53764535931227;6.34971851812194;5.55051123291811
6.38040356146941;1.32371130677063;4.82168463327672;4.50797140181237;5.15195688888604;2.6980786574479;0.471237081833075;2.93829792016448;4.6245926936937;4.45132433420367;6.12889462001976;5.90044528942912;6.66778718327398;8.67591273486125;6.09689216182801;4.76471094889433;5.89502027696158;8.82764975941939;7.82748028848178;8.34315040119149;6.80578442510394;2.13282088922525;5.07166914827831;5.22769580821036;5.86345355306052;7.75544584552112;5.48888538510796;7.15806707160001;5.16189488193377;7.95355857804571;6.67438925757415
3.46917524190704;5.05763230355461;2.97460472667695;3.82516189535077;4.41136933511547;3.06116613989479;4.38330649465891;3.22259968911085;3.78456386619572;3.46669362463531;5.63873573315325;4.21995917312762;5.68402632244108;3.07690460603714;3.21845584742641;4.81017381432971;5.23279123716724;5.18921988968066;5.26154905502749;3.23844336055909;4.41196754140255;0.642060620486381;3.27353772592578;3.07195114864044;4.52949421082534;7.56543337145943;6.63048847093719;5.31512711983018;3.47729816076087;4.63814534566237;3.85740826106433
3.06338931068592;4.43380579886291;4.72784404836543;4.50226969911936;4.21923612322724;3.53013064630658;4.2315274030999;3.1543336895202;3.81352709616321;3.34814839962132;4.97422827766409;6.18485319072219;5.6488547713824;4.86839278700818;3.93164652420115;4.85948546985;4.30105266276226;4.39614072332578;6.84218104298285;5.70489027521231;5.27127150638784;4.10205842086992;2.54286396589331;3.90739403842423;4.42222163385754;2.74063486425144;6.49098178929208;3.614003577757;3.60949383591272;4.27485462392402;7.7372655176538
3.74759420719455;2.83958394189179;2.51607482808967;1.57558667540199;1.21760734475126;2.60260201563321;3.10496347226499;3.52225093960892;2.83422093996333;5.00147828410522;3.63522608529108;3.37016296380474;1.64151549855508;4.73419074548205;5.92529624204033;4.10972094546603;6.37608440168765;6.62996501734214;3.81905335625834;6.54651177558649;6.99246533322213;5.96878448442806;3.59922869438652;3.30724327104627;4.31572019502537;2.53855764186969;5.1630739223713;5.12536711351155;4.45973770886275;7.12968404648551;6.58967994032639
5.75633552565426;2.68449675391348;4.05312093925059;5.96319635840899;3.65451576806642;4.02813309396319;2.43528916565076;1.85710743557772;3.20095239738903;1.4359297379408;5.55198317070059;6.51703374505585;5.07282466828881;7.21443405941634;5.12131100738283;8.61931982510591;5.55448294275446;8.08845806548062;5.40933650694489;6.82223173236586;6.47601986511227;4.93623972491004;3.04030527639074;4.98225709156283;5.05645914738132;6.50629721553513;5.97331297028893;9.01817697085879;8.77120497811275;5.47420069518636;7.51820738465104
4.59307130543138;7.18843268523559;5.48035891705861;4.80169659004568;4.87822907577026;1.8756679208847;3.63561982371446;2.19604459080621;3.08987445306452;5.0919378839965;6.38640538240644;7.27193539189127;5.93168843632727;5.03168866044238;5.8288671008244;5.92787312496914;9.47697077094834;7.17499929462297;6.67852050888332;6.72437662085012;4.2376608017808;4.82128115359299;2.71374562041888;6.56751753688453;4.79544331147349;4.40160077435507;8.36504806202798;7.70075889482609;4.30096654882909;6.69046781741569;8.62992003272532
3.98037765309621;2.92546196140557;2.71160600553755;-0.242878334356587;3.73834647120792;3.18655853008724;3.57356668949094;2.94492607309483;4.88064787002057;4.97599575208281;3.540371739247;4.55858678337117;2.49982900884782;1.6422027726312;4.43854683130246;5.97439093665078;4.49915233315913;7.8033532684056;6.50108370109138;6.38712867924232;4.85019099637959;4.24198335105809;4.2622924048265;1.76451446980574;2.85302641242325;6.35382392983654;4.88742416519803;3.82956308315881;4.01683003739564;5.43617195094743;6.52664876181914
4.63357655370524;1.48057376888942;4.06062903095482;1.7442334931953;1.95688735695234;4.74216246893877;3.78126540966577;2.64787179706707;5.75796113468428;3.9398024623618;4.37657840718111;6.55323884090826;5.50165872589868;6.79449710740114;5.25360254193185;5.05198817574538;4.2925392478055;6.55904797877895;5.39001682472349;4.6011978278652;4.28957871055992;6.51395356545336;3.23351158081149;6.21281208677339;5.54255314904448;5.35336012298804;4.7762481097834;5.16148251184498;6.50260261265757;4.55997976935883;5.60371484172098
4.69084782775631;4.98129894628399;3.78558730044268;1.64707415432024;2.85781210554877;5.12373225567957;5.32235558156402;5.44520564210361;5.49345515859045;4.36918411430387;3.03003427263858;3.9330895123729;4.50871244462121;4.84977703101059;3.92291967497184;3.16444913202077;3.31186701869909;4.22040108777454;6.13239662167994;3.30705803491385;3.13386467373741;-2.42781395783676;5.30915875710574;8.92029316551303;7.31058618609191;1.67808457709863;5.13729222718427;1.2920347081161;3.08498923327213;4.47079792868224;7.63683412986286
4.49475127804342;1.72230623028559;1.95249669330968;3.14515294081885;3.48897780092347;3.94332560630578;4.12118143080475;5.11359868683468;4.05251211057058;5.46331767936108;3.19673259304029;5.25130075380158;5.79560558505701;2.31675118401888;5.06218725105666;5.10844441631196;5.40414138807338;4.36509408306881;5.64593291806379;6.69191764181585;3.71617688071515;2.03527167593915;6.46392336053337;6.06239221399879;3.05068606722201;3.0096262663961;4.40099351037294;3.14338414052835;5.74580295820295;6.76553968580269;8.45913395222396
3.85814841883096;0.667215406444751;2.46084409647782;2.77201305291307;-1.07959240562899;3.22832359026227;3.44456647652517;2.70945299523318;1.54818746330478;2.82393304312326;1.92194445820068;2.79987545856468;3.93303762379532;4.06284916033873;3.29895734031492;4.06097334383553;2.42728683441044;4.85235442217627;3.48029611650135;4.04922568553765;2.10120882894949;-0.984970615224104;2.10587607782634;3.87403795925876;2.57816058833349;6.26126489679158;2.894609093281;2.37799796616657;3.626046777874;4.63144679034411;3.41043825785427
